Station,Date,Range,HH,HHDate,LL,LLDate,Tide Stage,Tide Stage Fitted
8665530,2018-06-18T13:55:00,6.88,6.327,2018-06-18 04:00:00.0,-0.553,2018-06-18 10:30:00.0,2200,2200
8665530,2018-06-18T14:10:00,6.88,6.327,2018-06-18 04:00:00.0,-0.553,2018-06-18 10:30:00.0,2200,2200
8665530,2018-07-09T15:05:00,5.027,6.383,2018-07-08 20:18:00.0,1.356,2018-07-09 02:48:00.0,2000,4300
8665530,2018-07-09T15:18:00,5.027,6.383,2018-07-08 20:18:00.0,1.356,2018-07-09 02:48:00.0,2000,2000
8665530,2018-07-23T14:35:00,5.512,6.202,2018-07-22 21:18:00.0,0.69,2018-07-22 14:42:00.0,4300,4300
8665530,2018-07-23T14:45:00,5.498,6.202,2018-07-22 21:18:00.0,0.704,2018-07-22 14:48:00.0,4300,4300
8665530,2018-08-06T14:15:00,5.033,5.789,2018-08-05 19:06:00.0,0.756,2018-08-06 01:18:00.0,2000,2000
8665530,2018-08-06T14:30:00,5.033,5.789,2018-08-05 19:06:00.0,0.756,2018-08-06 01:18:00.0,2000,2000
8665530,2018-08-22T13:30:00,4.997,6.045,2018-08-21 21:42:00.0,1.048,2018-08-21 14:42:00.0,4200,4200
8665530,2018-08-22T13:42:00,4.997,6.045,2018-08-21 21:42:00.0,1.048,2018-08-21 14:42:00.0,4200,4200
8665530,2018-09-26T14:00:00,5.699,6.55,2018-09-26 01:18:00.0,0.851,2018-09-26 07:24:00.0,4000,4000
8665530,2018-09-26T14:08:00,5.699,6.55,2018-09-26 01:18:00.0,0.851,2018-09-26 07:24:00.0,4000,4000
